index,study_id,id,author,year,group,group_id,group_desc,url,country,region,city,time_MAX,time_50,time_MIN,detailed_time,exp_dur,fu_dur,age_base,age_category,age_SD,days_ps,days_cat,yrs_ps,stroke_type,terminal_dropout,outcome_name,outcome_extremity,ue_subscale,le_subscale,outcomenamecat,SCOAR_outcome,p_outcome_stated,itt_analysis,base_n,base_m,base_sd,difference_score,term_n,term_m,term_sd,diff_base,diff_term,fu_n,fu_m,fu_sd,est_corr,term_diff,term_s_diff,fu_diff,fu_s_diff,term_d,fu_d,j_corr_factor,term_g,aaa,fu_g,term_Vd,fu_Vd,term_Vg,SE,termvginv,fu_Vg,chck2,notes
589.00,162.00,smith1981,smith,1981.00,ctrl,367.00,conventional rehabilitation,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1504295/,australia,,bedford park,66.00,66.00,66.00,1.00,90.00,365.00,66.00,75th Percentile,,41.00,<90days,0.112328767,0.00,3.00,ADL scale,,,,other,lohse,1.00,0.00,43.00,21.50,,,41.00,18.63,,,,37.00,15.74,,0.50,-2.87,,-5.76,,,,0.98,0.00,0.00,0.00,,,,0.00,,,,
590.00,162.00,smith1981,smith,1981.00,exp,368.00,intensive rehabilitation,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1504295/,australia,,bedford park,124.00,124.00,124.00,1.00,90.00,365.00,63.00,50th Percentile,,35.00,<90days,0.095890411,0.00,5.00,ADL scale,,,,other,lohse,1.00,0.00,46.00,22.00,,,42.00,18.46,,,,33.00,14.96,,0.50,-3.54,,-7.04,,,,0.98,0.00,0.00,0.00,,,,0.00,,,,
591.00,163.00,stein2004,stein,2004.00,exp,369.00,robot assisted training,http://www.ncbi.nlm.nih.gov/pubmed/15314537,usa,MA,boston,18.00,18.00,18.00,1.00,42.00,,52.50,50th Percentile,,819.00,>1year,2.243835616,0.00,0.00,fma-ue,ue,fma,,fma,lohse,1.00,0.00,9.00,35.30,11.60,1.00,9.00,40.10,,,,,,,0.50,4.80,11.60,,11.60,0.41,,0.90,0.37,0.61,0.00,0.12,,0.10,0.31,10.16,,,
592.00,163.00,stein2004,stein,2004.00,exp,370.00,robot aided progressive resistence training,http://www.ncbi.nlm.nih.gov/pubmed/15314537,usa,MA,boston,18.00,18.00,18.00,1.00,42.00,,53.30,50th Percentile,,810.00,>1year,2.219178082,0.00,1.00,fma-ue,ue,fma,,fma,lohse,1.00,0.00,9.00,38.00,9.60,1.00,9.00,43.20,,,,,,,0.50,5.20,9.60,,9.60,0.54,,0.90,0.49,0.70,0.00,0.13,,0.10,0.32,9.62,,,
593.00,164.00,stinear2008,stinear,2008.00,ctrl,371.00,self-directed home-based practice,http://www.ncbi.nlm.nih.gov/pubmed/18356189,new zealand,,auckland,14.00,14.00,14.00,4.00,28.00,56.00,57.90,50th Percentile,,864.00,>1year,2.367123288,1.00,1.00,fma-ue,ue,fma,,fma,lohse,0.00,0.00,16.00,17.60,,1.00,13.00,30.30,,1.00,0.00,12.00,28.40,,0.50,12.70,,10.80,,,,0.95,0.00,0.00,0.00,,,,0.00,,,,SDs are only reported for the change scores
594.00,164.00,stinear2008,stinear,2008.00,exp,372.00,active-passive bilateral therapy,http://www.ncbi.nlm.nih.gov/pubmed/18356189,new zealand,,auckland,14.00,14.00,14.00,4.00,28.00,56.00,52.60,50th Percentile,,606.00,>1year,1.660273973,1.00,1.00,fma-ue,ue,fma,,fma,lohse,0.00,0.00,16.00,15.00,,1.00,19.00,36.20,,1.00,0.00,18.00,42.10,,0.50,21.20,,27.10,,,,0.95,0.00,0.00,0.00,,,,0.00,,,,SDs are only reported for the change scores
595.00,165.00,subramanian2013,subramanian,2013.00,ctrl,373.00,training in a physical environment,http://www.ncbi.nlm.nih.gov/pubmed/22785001,canada,quebec,montreal,9.00,9.00,9.00,1.00,28.00,90.00,60.00,50th Percentile,11.00,1095.00,>1year,3,1.00,3.00,wmft-fas,ue,wmft,,wmft,lohse,0.00,0.00,16.00,2.80,1.00,,13.00,,,,,,,,0.50,,1.00,,1.00,,,0.95,0.00,0.00,0.00,,,,0.00,,,,"baseline function scores were presented for each group, but change scores were only presented on average across groups"
596.00,165.00,subramanian2013,subramanian,2013.00,exp,374.00,3D vitrual environment training,http://www.ncbi.nlm.nih.gov/pubmed/22785001,canada,quebec,montreal,9.00,9.00,9.00,1.00,28.00,90.00,62.00,50th Percentile,9.70,1350.50,>1year,3.7,1.00,4.00,wmft-fas,ue,wmft,,wmft,lohse,0.00,0.00,16.00,2.70,1.30,,12.00,,,,,,,,0.50,,1.30,,1.30,,,0.95,0.00,0.00,0.00,,,,0.00,,,,"baseline function scores were presented for each group, but change scores were only presented on average across groups"
599.00,166.00,sullivan2002,sullivan,2002.00,exp,375.00,BWSTT at slow speed,http://www.ncbi.nlm.nih.gov/pubmed/11994808,usa,CA,los angeles,4.00,4.00,4.00,3.00,28.00,118.00,70.90,75th Percentile,,675.00,>1year,1.849315068,0.00,0.00,10mwt SSV,le,,speed,speed,lohse,1.00,0.00,8.00,0.53,0.29,,8.00,0.59,0.36,,,8.00,0.69,0.45,0.50,0.06,0.33,0.16,0.38,0.18,0.42,0.89,0.16,0.40,0.38,0.13,0.14,0.10,0.32,9.96,0.11,,
600.00,166.00,sullivan2002,sullivan,2002.00,exp,376.00,BWSTT at high speed,http://www.ncbi.nlm.nih.gov/pubmed/11994808,usa,CA,los angeles,4.00,4.00,4.00,3.00,28.00,118.00,64.40,75th Percentile,,816.00,>1year,2.235616438,0.00,0.00,10mwt SSV,le,,speed,speed,lohse,1.00,0.00,8.00,0.57,0.26,,8.00,0.72,0.34,,,8.00,0.78,0.42,0.50,0.15,0.30,0.21,0.35,0.50,0.60,0.89,0.44,0.66,0.53,0.14,0.15,0.11,0.33,9.02,0.12,,
601.00,166.00,sullivan2002,sullivan,2002.00,exp,377.00,BWSTT at variable speed,http://www.ncbi.nlm.nih.gov/pubmed/11994808,usa,CA,los angeles,4.00,4.00,4.00,3.00,28.00,118.00,66.50,75th Percentile,,828.00,>1year,2.268493151,0.00,0.00,10mwt SSV,le,,speed,speed,lohse,1.00,0.00,8.00,0.52,0.31,,8.00,0.59,0.34,,,8.00,0.63,0.40,0.50,0.07,0.33,0.11,0.36,0.22,0.31,0.89,0.19,0.44,0.27,0.13,0.13,0.10,0.32,9.90,0.10,,
602.00,167.00,sullivan2007,sullivan,2007.00,exp,378.00,BWSTT with upper extremity ergometry,http://www.ncbi.nlm.nih.gov/pubmed/17895349,usa,CA,los angeles,24.00,24.00,24.00,1.00,42.00,222.00,60.60,50th Percentile,13.70,825.00,>1year,2.260273973,1.00,1.00,10mwt SSV,le,,speed,speed,lohse,1.00,1.00,20.00,0.50,0.23,,19.00,0.63,0.32,,,19.00,0.65,0.33,0.50,0.13,0.28,0.15,0.28,0.47,0.53,0.96,0.45,0.67,0.51,0.06,0.06,0.05,0.23,19.55,0.05,,
603.00,167.00,sullivan2007,sullivan,2007.00,exp,379.00,cycling with upper extremity ergomety,http://www.ncbi.nlm.nih.gov/pubmed/17895349,usa,CA,los angeles,24.00,24.00,24.00,1.00,42.00,222.00,63.40,75th Percentile,8.60,852.00,>1year,2.334246575,1.00,2.00,10mwt SSV,le,,speed,speed,lohse,1.00,1.00,20.00,0.43,0.25,,18.00,0.44,0.28,,,14.00,0.43,0.26,0.50,0.01,0.26,0.00,0.25,0.04,0.00,0.96,0.04,0.19,0.00,0.05,0.05,0.05,0.21,21.69,0.05,,
604.00,167.00,sullivan2007,sullivan,2007.00,exp,380.00,BWSTT with cycling,http://www.ncbi.nlm.nih.gov/pubmed/17895349,usa,CA,los angeles,24.00,24.00,24.00,1.00,42.00,222.00,58.20,50th Percentile,15.20,693.00,>1year,1.898630137,1.00,2.00,10mwt SSV,le,,speed,speed,lohse,1.00,1.00,20.00,0.54,0.28,,18.00,0.63,0.33,,,16.00,0.64,0.32,0.50,0.09,0.30,0.10,0.30,0.30,0.34,0.96,0.28,0.53,0.32,0.05,0.05,0.05,0.22,20.79,0.05,,
605.00,167.00,sullivan2007,sullivan,2007.00,exp,381.00,BWSTT with progessive lower extremity resistance training,http://www.ncbi.nlm.nih.gov/pubmed/17895349,usa,CA,los angeles,24.00,24.00,24.00,1.00,42.00,222.00,61.40,50th Percentile,11.20,621.00,>1year,1.701369863,1.00,4.00,10mwt SSV,le,,speed,speed,lohse,1.00,1.00,20.00,0.57,0.35,,16.00,0.67,0.37,,,14.00,0.77,0.30,0.50,0.10,0.36,0.20,0.33,0.28,0.60,0.96,0.27,0.52,0.58,0.05,0.06,0.05,0.22,20.89,0.05,,
614.00,168.00,sunderland1992,sunderland,1992.00,ctrl,382.00,orthodox physical therapy - severe sub group,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC489160/,uk,,bristol,0.00,0.00,0.00,,,180.00,68.00,75th Percentile,,10.00,<90days,0.02739726,0.00,5.00,barthel index,,,,other,lohse,0.00,0.00,35.00,7.00,,,,,,,,30.00,16.00,,0.50,,,9.00,,,,0.98,0.00,0.00,0.00,,,,0.00,,,,
615.00,168.00,sunderland1992,sunderland,1992.00,exp,383.00,motor learning program - severe sub group,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC489160/,uk,,bristol,0.00,0.00,0.00,,,180.00,65.00,75th Percentile,,8.00,<90days,0.021917808,0.00,2.00,barthel index,,,,other,lohse,0.00,0.00,36.00,7.00,,,,,,,,34.00,17.00,,0.50,,,10.00,,,,0.98,0.00,0.00,0.00,,,,0.00,,,,
616.00,168.00,sunderland1992,sunderland,1992.00,ctrl,384.00,orthodox physical therapy - mild sub group,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC489160/,uk,,bristol,0.00,0.00,0.00,,,180.00,70.00,75th Percentile,,8.00,<90days,0.021917808,0.00,2.00,barthel index,,,,other,lohse,0.00,0.00,32.00,12.00,,,,,,,,30.00,19.00,,0.50,,,7.00,,,,0.98,0.00,0.00,0.00,,,,0.00,,,,
617.00,168.00,sunderland1992,sunderland,1992.00,exp,385.00,motor learning program - mild sub group,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC489160/,uk,,bristol,0.00,0.00,0.00,,,180.00,67.00,75th Percentile,,9.00,<90days,0.024657534,0.00,2.00,barthel index,,,,other,lohse,0.00,0.00,29.00,13.00,,,,,,,,27.00,20.00,,0.50,,,7.00,,,,0.97,0.00,0.00,0.00,,,,0.00,,,,
618.00,169.00,sungkarat2011,sungkarat,2011.00,ctrl,386.00,conventional programme of gait retraining,http://www.ncbi.nlm.nih.gov/pubmed/21148267,thailand,,chiang mai,15.00,15.00,15.00,1.00,21.00,,53.83,50th Percentile,11.18,141.00,<1year,0.38630137,0.00,2.00,gait speed,le,,speed,speed,lohse,1.00,0.00,18.00,22.24,9.10,,18.00,26.30,8.50,,,,,,0.50,4.06,8.81,,9.10,0.46,,0.96,0.44,0.66,0.00,0.06,,0.06,0.24,17.83,,,
619.00,169.00,sungkarat2011,sungkarat,2011.00,exp,387.00,gait training with a sensored insole and augmented feedback,http://www.ncbi.nlm.nih.gov/pubmed/21148267,thailand,,chiang mai,15.00,15.00,15.00,1.00,21.00,,52.11,25th Percentile,7.17,118.20,<1year,0.323835616,0.00,3.00,gait speed,le,,speed,speed,lohse,1.00,0.00,17.00,23.52,10.80,,17.00,35.09,13.60,,,,,,0.50,11.57,12.28,,10.80,0.94,,0.95,0.90,0.95,0.00,0.08,,0.08,0.28,12.98,,,
622.00,170.00,sutbeyaz2007,sutbeyaz,2007.00,ctrl,388.00,CPT + sham mirror box therapy,http://www.ncbi.nlm.nih.gov/pubmed/17466722,turkey,,ankara,0.00,0.00,0.00,1.00,28.00,180.00,64.70,75th Percentile,,117.00,<1year,0.320547945,1.00,0.00,brunnstrom stage,,,,other,lohse,1.00,0.00,20.00,2.50,1.00,,20.00,3.00,0.70,,,16.00,3.40,0.80,0.50,0.50,0.86,0.90,0.92,0.58,0.98,0.96,0.56,0.75,0.94,0.06,0.07,0.05,0.23,18.58,0.07,,
623.00,170.00,sutbeyaz2007,sutbeyaz,2007.00,exp,389.00,CPT + mirror box therapy,http://www.ncbi.nlm.nih.gov/pubmed/17466722,turkey,,ankara,0.00,0.00,0.00,1.00,28.00,180.00,62.70,50th Percentile,,105.00,<1year,0.287671233,1.00,0.00,brunnstrom stage,,,,other,lohse,1.00,0.00,20.00,2.40,0.70,,20.00,3.50,0.80,,,17.00,4.20,0.80,0.50,1.10,0.75,1.80,0.75,1.46,2.41,0.96,1.40,1.19,2.31,0.10,0.20,0.10,0.31,10.48,0.18,,
624.00,171.00,tanaka2012,tanaka,2012.00,ctrl,390.00,no therapy,http://www.ncbi.nlm.nih.gov/pubmed/22275464,japan,,tsukuba,0.00,0.00,0.00,1.00,28.00,56.00,60.00,50th Percentile,8.50,1962.00,>1year,5.375342466,1.00,0.00,gait speed,le,,speed,speed,lohse,0.00,0.00,5.00,0.86,0.16,,5.00,0.88,0.16,,,,,,0.50,0.02,0.16,,0.16,0.13,,0.80,0.10,0.32,0.00,0.20,,0.13,0.36,7.75,,Yes,
625.00,171.00,tanaka2012,tanaka,2012.00,exp,391.00,GaitMaster 4,http://www.ncbi.nlm.nih.gov/pubmed/22275464,japan,,tsukuba,4.00,4.00,4.00,1.00,28.00,56.00,63.00,50th Percentile,10.00,1662.00,>1year,4.553424658,1.00,0.00,gait speed,le,,speed,speed,lohse,0.00,0.00,7.00,0.75,0.42,,7.00,0.85,0.45,,,,,,0.50,0.10,0.44,,0.42,0.23,,0.87,0.20,0.45,0.00,0.15,,0.11,0.33,9.02,,Yes,
628.00,172.00,taub2006,taub,2006.00,ctrl,392.00,general fitness,http://stroke.ahajournals.org/content/37/4/1045.abstract,usa,AL,birmingham,60.00,60.00,60.00,1.00,14.00,730.00,50.70,25th Percentile,,1934.50,>1year,5.3,0.00,0.00,actual amount of use test,,,,other,lohse,0.00,0.00,20.00,1.00,0.70,,20.00,0.90,0.60,,,,,,0.50,-0.10,0.65,,0.70,-0.15,,0.96,-0.15,#NUM!,0.00,0.05,,0.05,0.22,21.45,,Yes,
629.00,172.00,taub2006,taub,2006.00,exp,393.00,CIMT,http://stroke.ahajournals.org/content/37/4/1045.abstract,usa,AL,birmingham,172.00,116.00,60.00,1.00,14.00,730.00,54.60,50th Percentile,,1314.00,>1year,3.6,0.00,0.00,actual amount of use test,,,,other,lohse,0.00,0.00,21.00,0.80,0.40,,21.00,1.50,0.90,,,,,,0.50,0.70,0.70,,0.40,1.01,,0.96,0.97,0.98,0.00,0.07,,0.07,0.26,15.08,,Yes,
630.00,173.00,thaut2007,thaut,2007.00,ctrl,394.00,neurodevelopmental/bobath therapy (CPT),http://www.ncbi.nlm.nih.gov/pubmed/17426347,usa,CO,fort collins,0.00,0.00,0.00,1.00,21.00,,69.20,75th Percentile,,22.30,<90days,0.06109589,0.00,,10mwt SSV,le,,speed,speed,lohse,0.00,1.00,35.00,14.10,6.30,,35.00,34.50,9.10,,,,,,0.50,20.40,7.83,,6.30,2.61,,0.98,2.55,1.60,0.00,0.13,,0.12,0.35,8.33,,,"time scheduled for therapy is not clear. 7.5 hours are listed, but participants might have been engaged in additional therapy"
631.00,173.00,thaut2007,thaut,2007.00,exp,395.00,rythmic auditory stimulation during gait,http://www.ncbi.nlm.nih.gov/pubmed/17426347,usa,CO,fort collins,0.00,0.00,0.00,1.00,21.00,,69.70,75th Percentile,,21.30,<90days,0.058356164,0.00,,10mwt SSV,le,,speed,speed,lohse,0.00,1.00,43.00,13.00,5.90,,43.00,20.30,6.50,,,,,,0.50,7.30,6.21,,5.90,1.18,,0.98,1.15,1.07,0.00,0.04,,0.04,0.19,26.36,,,"time scheduled for therapy is not clear. 7.5 hours are listed, but participants might have been engaged in additional therapy"
632.00,174.00,timmermans2013,timmermans,2013.00,ctrl,396.00,neurodevelopmental therapy,http://www.ncbi.nlm.nih.gov/pubmed/23273853,netherlands,,maastricht,0.00,0.00,0.00,,42.00,365.00,58.70,50th Percentile,,32.30,<90days,0.088493151,0.00,2.00,fma-ue,ue,fma,,fma,lohse,0.00,1.00,19.00,47.50,,,17.00,51.00,,,,14.00,58.00,,0.50,3.50,,10.50,,,,0.96,0.00,0.00,0.00,,,,0.00,,,,"the authors specify an ITT analysis, but this is not clearly relfected in the tables"
633.00,174.00,timmermans2013,timmermans,2013.00,exp,397.00,video instructed mental practice + CPT,http://www.ncbi.nlm.nih.gov/pubmed/23273853,netherlands,,maastricht,0.00,0.00,0.00,,42.00,365.00,59.70,50th Percentile,,36.10,<90days,0.09890411,0.00,1.00,fma-ue,ue,fma,,fma,lohse,0.00,1.00,20.00,47.00,,,19.00,52.00,,,,18.00,60.00,,0.50,5.00,,13.00,,,,0.96,0.00,0.00,0.00,,,,0.00,,,,"the authors specify an ITT analysis, but this is not clearly relfected in the tables"
634.00,175.00,timmermans2014,timmermans,2014.00,ctrl,398.00,task oriented non-robotic training,http://www.jneuroengrehab.com/content/11/1/45,netherlands,,maastricht,32.00,32.00,32.00,1.00,56.00,236.00,56.80,50th Percentile,,1350.50,>1year,3.7,0.00,0.00,fma-ue,ue,fma,,fma,lohse,1.00,1.00,11.00,53.00,,,11.00,54.00,,,,11.00,53.00,,0.50,1.00,,0.00,,,,0.92,0.00,0.00,0.00,,,,0.00,,,,results are reported as median IQR
635.00,175.00,timmermans2014,timmermans,2014.00,exp,399.00,robot-assisted arm-hand training,http://www.jneuroengrehab.com/content/11/1/45,netherlands,,maastricht,32.00,32.00,32.00,1.00,56.00,236.00,61.80,50th Percentile,,1022.00,>1year,2.8,0.00,0.00,fma-ue,ue,fma,,fma,lohse,1.00,1.00,11.00,50.00,,,11.00,55.00,,,,11.00,52.00,,0.50,5.00,,2.00,,,,0.92,0.00,0.00,0.00,,,,0.00,,,,results are reported as median IQR
636.00,176.00,treger2012,treger,2012.00,ctrl,400.00,standard care,http://www.ncbi.nlm.nih.gov/pubmed/22750958,israel,,tel aviv,17.50,17.50,17.50,1.00,14.00,,61.50,50th Percentile,,23.30,<90days,0.063835616,1.00,0.00,mft,,,,other,lohse,0.00,0.00,19.00,6.30,22.00,1.00,19.00,9.80,,,,,,,0.50,3.50,22.00,,22.00,0.16,,0.96,0.15,0.39,0.00,0.05,,0.05,0.22,20.45,,Yes,
637.00,176.00,treger2012,treger,2012.00,exp,401.00,mcimt,http://www.ncbi.nlm.nih.gov/pubmed/22750958,israel,,tel aviv,57.50,37.50,17.50,1.00,14.00,,62.00,50th Percentile,,39.80,<90days,0.109041096,1.00,0.00,mft,,,,other,lohse,0.00,0.00,9.00,10.20,21.60,1.00,9.00,15.60,,,,,,,0.50,5.40,21.60,,21.60,0.25,,0.90,0.23,0.48,0.00,0.11,,0.09,0.31,10.70,,Yes,
638.00,177.00,van de port2012,van de port,2012.00,ctrl,402.00,usual physiotherapy,http://www.bmj.com/content/344/bmj.e2672,netherlands,,utrecht,0.00,0.00,0.00,,84.00,168.00,58.00,50th Percentile,10.00,103.00,<1year,0.282191781,1.00,7.00,sis mobility subscale,,,,other,lohse,1.00,1.00,124.00,77.80,15.00,,117.00,83.73,13.25,,,117.00,84.42,14.48,0.50,5.93,14.18,6.62,14.75,0.42,0.45,0.99,0.42,0.64,0.45,0.01,0.01,0.01,0.09,115.43,0.01,,
639.00,177.00,van de port2012,van de port,2012.00,exp,403.00,progressive circuit training,http://www.bmj.com/content/344/bmj.e2672,netherlands,,utrecht,36.00,36.00,36.00,1.00,84.00,168.00,56.00,50th Percentile,10.00,91.00,<1year,0.249315068,1.00,1.00,sis mobility subscale,,,,other,lohse,1.00,1.00,126.00,80.90,13.04,,125.00,87.27,12.38,,,125.00,86.56,13.19,0.50,6.37,12.72,5.66,13.11,0.50,0.43,0.99,0.50,0.71,0.43,0.01,0.01,0.01,0.09,113.31,0.01,,
646.00,178.00,van deldan2013,van deldan,2013.00,ctrl,404.00,coventional therapy,http://www.ncbi.nlm.nih.gov/pubmed/23868279,netherlands,,amsterdam,18.00,18.00,18.00,1.00,42.00,84.00,56.90,50th Percentile,,77.70,<90days,0.212876712,0.00,3.00,arat,ue,arat,,arat,lohse,1.00,0.00,19.00,23.30,15.40,1.00,16.00,39.20,,0.00,1.00,15.00,40.70,,0.50,15.90,15.40,17.40,15.40,1.03,1.13,0.96,0.99,0.99,1.08,0.08,0.09,0.07,0.27,13.51,0.08,,Change scores estimated from Figure 2
647.00,178.00,van deldan2013,van deldan,2013.00,exp,405.00,mCIMT,http://www.ncbi.nlm.nih.gov/pubmed/23868279,netherlands,,amsterdam,198.00,108.00,18.00,1.00,42.00,84.00,59.80,50th Percentile,,64.40,<90days,0.176438356,0.00,1.00,arat,ue,arat,,arat,lohse,1.00,0.00,22.00,23.80,16.80,1.00,21.00,38.40,,0.00,1.00,20.00,42.90,,0.50,14.60,16.80,19.10,16.80,0.87,1.14,0.96,0.84,0.92,1.10,0.06,0.07,0.06,0.24,17.19,0.07,,Change scores estimated from Figure 2
648.00,178.00,van deldan2013,van deldan,2013.00,exp,406.00,bilateral arm training with auditory cuing,http://www.ncbi.nlm.nih.gov/pubmed/23868279,netherlands,,amsterdam,18.00,18.00,18.00,1.00,42.00,84.00,62.60,50th Percentile,,54.60,<90days,0.149589041,0.00,1.00,arat,ue,arat,,arat,lohse,1.00,0.00,19.00,25.80,16.10,1.00,18.00,39.90,,0.00,1.00,17.00,44.40,,0.50,14.10,16.10,18.60,16.10,0.88,1.16,0.96,0.84,0.92,1.11,0.07,0.09,0.07,0.26,14.97,0.08,,Change scores estimated from Figure 2
649.00,179.00,van der lee1999,van der lee,1999.00,ctrl,407.00,bimanual training using neurodevelopmental methods,http://www.ncbi.nlm.nih.gov/pubmed/10548673,netherlands,,amsterdam,60.00,60.00,60.00,1.00,14.00,365.00,62.00,50th Percentile,,985.50,>1year,2.7,1.00,0.00,arat,ue,arat,,arat,lohse,1.00,1.00,31.00,28.30,13.30,,30.00,30.00,13.90,,,29.00,30.70,14.20,0.50,1.70,13.60,2.40,13.74,0.13,0.17,0.97,0.12,0.35,0.17,0.03,0.03,0.03,0.18,32.37,0.03,,
650.00,179.00,van der lee1999,van der lee,1999.00,exp,408.00,forced use therapy,http://www.ncbi.nlm.nih.gov/pubmed/10548673,netherlands,,amsterdam,60.00,60.00,60.00,1.00,14.00,365.00,59.00,50th Percentile,,1241.00,>1year,3.4,1.00,0.00,arat,ue,arat,,arat,lohse,1.00,1.00,31.00,33.40,10.60,,31.00,39.20,13.10,,,29.00,38.50,13.60,0.50,5.80,11.92,5.10,12.14,0.49,0.42,0.97,0.47,0.69,0.41,0.04,0.04,0.03,0.19,29.17,0.03,,
653.00,180.00,van nes2006,van nes,2006.00,exp,409.00,exercise therapy with music + CPT,http://www.ncbi.nlm.nih.gov/pubmed/16902175,netherlands,,nijmegen,186.60,186.60,186.60,1.00,42.00,84.00,62.60,50th Percentile,,34.00,<90days,0.093150685,1.00,0.00,bbs,le,,balance,balance,lohse,1.00,1.00,26.00,23.70,18.60,,26.00,41.10,14.30,,,26.00,44.90,11.90,0.50,17.40,16.59,21.20,15.61,1.05,1.36,0.97,1.02,1.01,1.32,0.06,0.07,0.06,0.24,17.84,0.07,,
654.00,180.00,van nes2006,van nes,2006.00,exp,410.00,balance vibration trianing + CPT,http://www.ncbi.nlm.nih.gov/pubmed/16902175,netherlands,,nijmegen,220.70,220.70,220.70,1.00,42.00,84.00,59.70,50th Percentile,,38.90,<90days,0.106575342,1.00,0.00,bbs,le,,balance,balance,lohse,1.00,1.00,27.00,23.90,14.80,,27.00,40.60,12.80,,,27.00,44.30,10.90,0.50,16.70,13.84,20.40,13.00,1.21,1.57,0.97,1.17,1.08,1.52,0.06,0.08,0.06,0.25,16.57,0.08,,
655.00,181.00,van vliet2005,van vliet,2005.00,ctrl,411.00,bobath based treatment,http://jnnp.bmj.com/content/76/4/503,uk,,nottingham,0.00,0.00,0.00,,,,73.30,75th Percentile,10.40,14.00,<90days,0.038356164,0.00,0.00,rivermead motor assessment,,,,other,lohse,1.00,1.00,60.00,2.00,,,52.00,,,,,45.00,,,0.50,,,,,,,0.99,0.00,0.00,0.00,,,,0.00,,,,
656.00,181.00,van vliet2005,van vliet,2005.00,exp,412.00,movement science based treatment,http://jnnp.bmj.com/content/76/4/503,uk,,nottingham,0.00,0.00,0.00,,,,75.00,Remaining,9.10,14.00,<90days,0.038356164,0.00,0.00,rivermead motor assessment,,,,other,lohse,1.00,1.00,60.00,1.00,,,47.00,,,,,72.00,,,0.50,,,,,,,0.99,0.00,0.00,0.00,,,,0.00,,,,
659.00,182.00,varoqui2011,varoqui,2011.00,ctrl,413.00,standing practice (group c),http://www.ncbi.nlm.nih.gov/pubmed/21628724,france,,montpellier,3.00,3.00,3.00,1.00,28.00,,60.12,50th Percentile,,72.14,<90days,0.197643836,1.00,0.00,pass,,,,other,lohse,0.00,0.00,7.00,27.57,4.65,,7.00,31.14,4.45,,,,,,0.50,3.57,4.55,,4.65,0.78,,0.87,0.68,0.83,0.00,0.19,,0.14,0.38,7.08,,,
660.00,182.00,varoqui2011,varoqui,2011.00,exp,414.00,balance practice with feedback (group a),http://www.ncbi.nlm.nih.gov/pubmed/21628724,france,,montpellier,3.00,3.00,3.00,1.00,28.00,,57.49,50th Percentile,,58.50,<90days,0.160273973,1.00,0.00,pass,,,,other,lohse,0.00,0.00,8.00,26.50,5.58,,8.00,33.00,2.78,,,,,,0.50,6.50,4.41,,5.58,1.47,,0.89,1.31,1.14,0.00,0.26,,0.21,0.45,4.85,,,
661.00,182.00,varoqui2011,varoqui,2011.00,exp,415.00,balance practice with feedback (group b),http://www.ncbi.nlm.nih.gov/pubmed/21628724,france,,montpellier,3.00,3.00,3.00,1.00,28.00,,52.80,50th Percentile,,69.25,<90days,0.189726027,1.00,0.00,pass,,,,other,lohse,0.00,0.00,8.00,28.25,4.62,,8.00,33.38,1.77,,,,,,0.50,5.13,3.50,,4.62,1.47,,0.89,1.30,1.14,0.00,0.26,,0.20,0.45,4.88,,,
662.00,183.00,verheyden2009,verheyden,2009.00,ctrl,416.00,conventional therapy,http://www.ncbi.nlm.nih.gov/pubmed/18955513,uk,,southampton,0.00,0.00,0.00,,35.00,,62.00,50th Percentile,,49.00,<90days,0.134246575,1.00,3.00,trunk impairment scale,,,,other,lohse,0.00,0.00,16.00,15.19,5.00,,16.00,18.50,3.12,,,,,,0.50,3.31,4.17,,5.00,0.79,,0.95,0.75,0.87,0.00,0.08,,0.07,0.27,13.50,,,time for conventional PT/OT is not specified
663.00,183.00,verheyden2009,verheyden,2009.00,exp,417.00,conventional therapy + 10 hours of individual supervised trunk exercise,http://www.ncbi.nlm.nih.gov/pubmed/18955513,uk,,southampton,0.00,0.00,0.00,,35.00,,55.00,50th Percentile,,53.00,<90days,0.145205479,1.00,1.00,trunk impairment scale,,,,other,lohse,0.00,0.00,17.00,14.18,3.76,,17.00,19.00,2.78,,,,,,0.50,4.82,3.31,,3.76,1.46,,0.95,1.39,1.18,0.00,0.12,,0.11,0.33,9.09,,,time for conventional PT/OT is not specified
664.00,184.00,verma2011,verma,2011.00,ctrl,418.00,standard therapy group,http://www.ncbi.nlm.nih.gov/pubmed/22120031,india,,lucknow,8.12,8.12,8.12,1.00,14.00,42.00,55.07,50th Percentile,6.80,46.20,<90days,0.126575342,1.00,0.00,rivermead vga,,,,other,lohse,0.00,1.00,15.00,33.87,9.48,,15.00,30.53,9.52,,,15.00,29.40,6.42,0.50,-3.34,9.50,-4.47,8.10,0.35,0.55,0.95,0.33,0.58,0.52,0.07,0.08,0.06,0.25,15.80,0.07,,"higher scores indicate worse performance on RM-VGA, sign of Cohen's d switched"
