index,study_id,id,author,year,group,group_id,group_desc,url,country,region,city,time_MAX,time_50,MissingTime50,time_MIN,detailed_time,exp_dur,fu_dur,age_base,age_category,age_SD,days_ps,days_cat,yrs_ps,stroke_type,nihss_base,mmse_base,mMmse_base,fim_base,brunstrom_base,frenchay_base,fac_base,barthel_base,mBarthel_base,motricity_base,BBS_base,BBT_base,gcs_base,MAS_base,sis_base,rivermead_base,ashworth_base,mAshworth_base,rankin_base,bdi_base,cesd_base,ops_base,terminal_dropout,outcome_name,outcome_extremity,ue_subscale,le_subscale,outcomenamecat,SCOAR_outcome,p_outcome_stated,itt_analysis,base_n,base_m,base_sd,difference_score,term_n,term_m,term_sd,diff_base,diff_term,fu_n,fu_m,fu_sd,est_corr,term_diff,term_s_diff,fu_diff,fu_s_diff,term_d,fu_d,j_corr_factor,term_g,MissingTermG,MissingData,fu_g,term_Vd,fu_Vd,term_Vg,termvginv,fu_Vg,chck2,notes
702,193,werner2002,werner,2002,exp,440,treadmill therapy,http://www.ncbi.nlm.nih.gov/pubmed/12468788,Germany,berlin,berlin,3.33,3.33,Time 50 OK,3.33,3,14,,59.7,50th Percentile,10.2,51.52,<90days,0.141150685,1,,,,,,,1.2,,,,,,,,,2,1,,,,,,,fac,le,,,other,lohse,1,0,15,1.2,0.59,,14,1.6,0.74,,,,,,0.5,0.4,0.666449965,,0.59,0.600195095,,0.945454545,0.567457181,Term G OK,All OK,,0.078674472,,0.070325875,14.21951735,,,
714,195,whitall2011,whitall,2011,exp,444,bilateral arm training with auditory cuing,http://www.ncbi.nlm.nih.gov/pubmed/20930212,USA,MD,baltimore,18,18,Time 50 OK,18,1,42,162,59.8,50th Percentile,12.5,1642.5,>1year,4.5,0,,,,,,,,,,,,,,,54.6,,,,,,,,13,fma-ue,ue,fma,,fma,lohse,1,1,55,32.3,14.26,1,42,33.4,,0,1,39,32.3,,0.5,1.1,14.26,0,14.26,0.07713885,0,0.986046512,0.076062494,Term G OK,All OK,0,0.018235913,0.018181818,0.017730554,56.39981695,0.017677959,,"the authors specify ITT, but the numbers in the tables do not reflect this"
647,178,van deldan2013,van deldan,2013,exp,405,mCIMT,http://www.ncbi.nlm.nih.gov/pubmed/23868279,Netherlands,amsterdam,amsterdam,198,108,Time 50 OK,18,1,42,84,59.8,50th Percentile,,64.4,<90days,0.176438356,0,,>23,,,,,,,,65.4,,,,,collected,,,,,,,,1,arat,ue,arat,,arat,lohse,1,0,22,23.8,16.8,1,21,38.4,,0,1,20,42.9,,0.5,14.6,16.8,19.1,16.8,0.869047619,1.136904762,0.963855422,0.837636259,Term G OK,All OK,1.095811819,0.062619176,0.074830737,0.058174297,17.18972212,0.069519047,,Change scores estimated from Figure 2
736,205,yang2006,yang,2006,ctrl,466,usual care/no rehabilitation (chronic stage),http://www.ncbi.nlm.nih.gov/pubmed/17008338,Taiwan,taipei,taipei,0,0,Time 50 OK,0,1,28,,60,50th Percentile,10.4,1920,>1year,5.260273973,0,,,,,,,,,,,,,,,,,,,,,,,0,gait speed 3.7m SSV,le,,speed,speed,lohse,0,0,24,77.9,14.3,,24,77.7,15.4,,,,,,0.5,-0.2,14.86018169,,14.3,-0.013458786,,0.967032967,-0.013015089,Term G OK,All OK,,0.04167044,,0.038968227,25.66193222,,,
56,21,conroy2011,conroy,2011,exp,46,robot assisted therapy with gravity compensation,http://www.ncbi.nlm.nih.gov/pubmed/21849168,USA,MD,baltimore,18,18,Time 50 OK,18,1,42,126,60,50th Percentile,,1825,>1year,5,1,,,,,,,,,,,,,,,70.6,,,,,,,,5,fma-ue,ue,fma,,fma,lohse,1,0,21,16.5,10.6,1,16,18.2,,1,0,16,19.11,,0.5,1.7,10.6,2.61,10.6,0.160377358,0.246226415,0.962025316,0.154287079,Term G OK,All OK,0.236876045,0.04823145,0.049062558,0.044637855,22.40251016,0.04540704,,
229,66,huseman2007,huseman,2007,exp,147,lokomat gait training,http://www.ncbi.nlm.nih.gov/pubmed/17204680,Germany,bad aibling,bad aibling,20,20,Time 50 OK,20,1,28,,60,50th Percentile,,79,<90days,0.216438356,1,,,,,,,,,,,,,,,,,,,,,,,2,10mwt,le,,speed,speed,lohse,1,1,16,0.14,0.08,,16,0.2,0.12,,,,,,0.5,0.06,0.10198039,,0.08,0.588348405,,0.949152542,0.558432385,Term G OK,All OK,,0.073317308,,0.06605087,15.139846,,,
142,44,fisher2011,fisher,2011,ctrl,96,CPT,http://www.ncbi.nlm.nih.gov/pubmed/21642064,USA,TX,houston,24,24,Time 50 OK,24,2,56,,60,50th Percentile,14,81,<90days,0.221917808,0,,,,,,,,,,,,,,,,,,,,,,,0,walk time (8 meters),le,,,other,lohse,0,0,10,105,95,,10,57,65,,,,,,0.5,-48,81.39410298,,95,0.589723312,,0.914285714,0.5391756,Term G OK,All OK,,0.117388679,,0.098127353,10.19083843,,Yes,sign reversed for time measure
141,44,fisher2011,fisher,2011,exp,95,robot assited gait therapy,http://www.ncbi.nlm.nih.gov/pubmed/21642064,USA,TX,houston,24,24,Time 50 OK,24,2,56,,60,50th Percentile,14,57,<90days,0.156164384,0,,,,,,,,,,,,,,,,,,,,,,,0,walk time (8 meters),le,,,other,lohse,0,0,10,143,105,,10,56,73,,,,,,0.5,-87,90.42676595,,105,0.962104517,,0.914285714,0.879638416,Term G OK,All OK,,0.146282255,,0.122280024,8.177950636,,Yes,sign reversed for time measure
624,171,tanaka2012,tanaka,2012,ctrl,390,no therapy,http://www.ncbi.nlm.nih.gov/pubmed/22275464,Japan,tsukuba,tsukuba,0,0,Time 50 OK,0,1,28,56,60,50th Percentile,8.5,1962,>1year,5.375342466,1,,>23,,78.2,,,,,,,,,,,,,,,,,,,0,gait speed,le,,speed,speed,lohse,0,0,5,0.86,0.16,,5,0.88,0.16,,,,,,0.5,0.02,0.16,,0.16,0.125,,0.8,0.1,Term G OK,All OK,,0.2015625,,0.129,7.751937984,,Yes,
122,40,duncan2011,duncan,2011,exp,86,early locomotor,http://www.nejm.org/doi/full/10.1056/NEJMoa1010790,USA,NC,durham,54,54,Time 50 OK,54,3,98,365,60.1,50th Percentile,12.3,64.1,<90days,0.175616438,1,,26,,,,,,,,,,,,,54.1,,,,3.370503597,,,,,gait speed comfortable,le,,speed,speed,lohse,1,1,139,0.37,0.22,1,139,0.62,,1,0,139,0.6,,0.5,0.25,0.22,0.23,0.22,1.136363636,1.045454545,0.994555354,1.130176539,Term G OK,All OK,1.039762415,0.011839289,0.01112581,0.011710718,85.39186069,0.011004988,Yes,
659,182,varoqui2011,varoqui,2011,ctrl,413,standing practice (group c),http://www.ncbi.nlm.nih.gov/pubmed/21628724,France,montpellier,montpellier,3,3,Time 50 OK,3,1,28,,60.12,50th Percentile,,72.14,<90days,0.197643836,1,,,,51.29,,,3,,,,,,,,,,,2.71,,,,,0,pass,,,,other,lohse,0,0,7,27.57,4.65,,7,31.14,4.45,,,,,,0.5,3.57,4.551098768,,4.65,0.784425955,,0.869565217,0.682109527,Term G OK,All OK,,0.186808863,,0.141254339,7.079428548,,,
372,110,morone2011,morone,2011,ctrl,241,CPT for the low motricity group,http://www.ncbi.nlm.nih.gov/pubmed/21444654,Italy,rome,rome,60,60,Time 50 OK,60,1,28,100,60.17,50th Percentile,17.43,20,<90days,0.054794521,1,,>24,,,,,0,,,16.25,,,,,,,,1.67,,,,,7,fac,le,,,other,lohse,1,1,12,0,0.39,,12,1.2,0.8,,,12,2.05,1.15,0.5,1.2,0.629325035,2.05,0.858661749,1.906804803,2.387436032,0.930232558,1.77377191,Term G OK,All OK,2.220870727,0.234829357,0.320827117,0.203205501,4.921126619,0.277622167,,
564,156,schmid2012,schmid,2012,ctrl,353,waitlisted control group,http://www.ncbi.nlm.nih.gov/pubmed/22836351,USA,IN,indianapolis,0,0,Time 50 OK,0,1,56,,60.2,50th Percentile,,1092,>1year,2.991780822,1,,,,,,,,,,,,,,,,,,,,,,,1,bbs,le,,balance,balance,lohse,0,1,10,41.9,6.4,,10,43.8,6.3,,,,,,0.5,1.9,6.350196847,,6.4,0.299203323,,0.914285714,0.273557324,Term G OK,All OK,,0.104476131,,0.087333517,11.4503576,,,
701,193,werner2002,werner,2002,exp,439,robotic gait trainer therapy,http://www.ncbi.nlm.nih.gov/pubmed/12468788,Germany,berlin,berlin,3.33,3.33,Time 50 OK,3.33,3,14,,60.3,50th Percentile,8.6,48.51,<90days,0.13290411,1,,,,,,,1.1,,,,,,,,,2,1,,,,,,,fac,le,,,other,lohse,1,0,15,1.1,0.6,,15,2.1,0.9,,,,,,0.5,1,0.764852927,,0.6,1.307440901,,0.945454545,1.236125943,Term G OK,All OK,,0.123646724,,0.110525865,9.047655949,,,Data are taken up to the cross-over point
313,93,lee2008,lee,2008,exp,206,cycling + progressive resistence training,http://www.ncbi.nlm.nih.gov/pubmed/18422947,Australia,sydney,sydney,30,30,Time 50 OK,30,1,77,,60.5,50th Percentile,10.6,1896,>1year,5.194520548,1,,,,,,,,,,,,,,,,,,,,,,,1,6minwt,le,,capacity,capacity,lohse,0,1,12,266,123.5,,12,290.2,136.2,,,,,,0.5,24.2,130.005173,,123.5,0.186146439,,0.930232558,0.173159478,Term G OK,All OK,,0.084777104,,0.073360393,13.63133374,,,
251,75,jung2012,jung,2012,ctrl,165,VR treadmill training,https://www.jstage.jst.go.jp/article/jpts/24/11/24_1133/_pdf,South korea,seoul,seoul,7.5,7.5,Time 50 OK,7.5,1,21,,60.5,50th Percentile,,378,>1year,1.035616438,1,,26.4,,,>4,,,,,,,,,,,,,,,,,,0,tug,le,,balance,balance,lohse,0,0,11,21.9,3.5,,11,19.2,4.5,,,,,,0.5,-2.7,4.031128874,,3.5,0.669787567,,0.923076923,0.618265446,Term G OK,All OK,,0.111300699,,0.094836099,10.54450795,,,sign reversed for time measure
602,167,sullivan2007,sullivan,2007,exp,378,BWSTT with upper extremity ergometry,http://www.ncbi.nlm.nih.gov/pubmed/17895349,USA,CA,los angeles,24,24,Time 50 OK,24,1,42,222,60.6,50th Percentile,13.7,825,>1year,2.260273973,1,,,,,,,,,,,42.1,,,,,,,,,,,,1,10mwt SSV,le,,speed,speed,lohse,1,1,20,0.5,0.23,,19,0.63,0.32,,,19,0.65,0.33,0.5,0.13,0.277454647,0.15,0.28309582,0.468545045,0.529855934,0.96,0.449803243,Term G OK,All OK,0.508661696,0.055488361,0.057018683,0.051138074,19.5549015,0.052548418,,
73,28,de deigo2013,de deigo,2013,ctrl,61,traditional therapy,http://www.ncbi.nlm.nih.gov/pubmed/23524843,Spain,barcelona,barcelona,16,16,Time 50 OK,16,1,56,,60.6,50th Percentile,,1821,>1year,4.989041096,0,,,,,,,,,,,,,,,,,,,,,,,0,fma,ue,fma,,fma,lohse,0,0,9,33.73,7.3,,9,36.7,7.6,0,,,,,0.5,2.97,7.451509914,,7.3,0.398576937,,0.903225806,0.360004976,Term G OK,All OK,,0.119936865,,0.097846517,10.22008785,,Yes,
580,159,shin2010,shin,2010,ctrl,360,no specified physical therapy,http://www.koreascience.or.kr/article/ArticleFullRecord.jsp?cn=SHGSCZ_2010_v11n1_368,South korea,asan,asan,0,0,Time 50 OK,0,1,42,,60.69,50th Percentile,9.23,2145,>1year,5.876712329,1,,24.19,,,,,,,,,,,,,,,,,,,,,0,10mwt,le,,speed,speed,lohse,0,0,16,0.87,0.19,,16,0.88,0.19,,,,,,0.5,0.01,0.19,,0.19,0.052631579,,0.949152542,0.049955397,Term G OK,All OK,,0.062586565,,0.056383645,17.73563947,,,
522,147,richards2004,richards,2004,ctrl,335,CPT,http://www.ncbi.nlm.nih.gov/pubmed/15537991,Canada,quebec,quebec city,44.9,44.9,Time 50 OK,44.9,2,56,,60.7,50th Percentile,12,52.6,<90days,0.144109589,1,,,,,,,,,,,,,,,,,,,,,,,1,gait speed SSV,le,,speed,speed,lohse,1,1,31,24.34,12.29,,31,56.14,36.63,,,31,67.71,33.73,0.5,31.8,27.32033126,43.37,25.38461148,1.163968317,1.708515414,0.974789916,1.134624578,Term G OK,All OK,1.665443597,0.054110036,0.079339112,0.051416189,19.4491272,0.075389244,,
581,159,shin2010,shin,2010,exp,361,game-based therapy using PS2 eyetoy,http://www.koreascience.or.kr/article/ArticleFullRecord.jsp?cn=SHGSCZ_2010_v11n1_368,South korea,asan,asan,18,18,Time 50 OK,18,1,42,,60.75,50th Percentile,7.53,2075.7,>1year,5.686849315,1,,25.06,,,,,,,,,,,,,,,,,,,,,0,10mwt,le,,speed,speed,lohse,0,0,16,0.86,0.32,,16,1.1,0.34,,,,,,0.5,0.24,0.33015148,,0.32,0.726939039,,0.949152542,0.689976037,Term G OK,All OK,,0.079013761,,0.071182751,14.04834719,,,
429,122,page2004,page,2004,ctrl,272,CPT,http://www.ncbi.nlm.nih.gov/pubmed/14970962,USA,OH,cincinnati,30,30,Time 50 OK,30,1,70,,60.75,50th Percentile,,1140,>1year,3.123287671,0,,,>70,,,,,,,,,,,,,,,<3,,,,,0,fma-ue,ue,fma,,fma,lohse,1,0,4,29.55,7.2,,4,35.5,7.2,,,,,,0.5,5.95,7.2,,7.2,0.826388889,,0.727272727,0.601010101,Term G OK,All OK,,0.335364824,,0.177383048,5.63751729,,,standard deviations are estimated from the standard errors  in Table 3
15,6,bale2008,bale,2008,exp,13,functional strength training,http://www.ncbi.nlm.nih.gov/pubmed/18955423,Norway,Førde,Førde,16.67,16.67,Time 50 OK,16.67,1,28,,60.8,50th Percentile,,49.4,<90days,0.135342466,1,,,,,,,,,,,,,,,,,,,,,,,0,gait speed SSV,le,,speed,speed,lohse,0,1,8,0.13,0.2,,8,0.36,0.2,,,,,,0.5,0.23,0.2,,0.2,1.15,,0.888888889,1.022222222,Term G OK,All OK,,0.20765625,,0.164074074,6.094808129,,,
549,151,sackley1997,sackley,1997,exp,344,balance training with augmented visual feedback,http://www.ncbi.nlm.nih.gov/pubmed/9442992,UK,nottingham,nottingham,12,12,Time 50 OK,12,1,28,84,60.8,50th Percentile,,140.7,<1year,0.385479452,0,,,,,,,,,,,,,,,,10.4,,,,,,,0,rivermead motor assessment,,,,other,lohse,0,0,13,10.4,3.5,,13,17,2.9,,,12,13.8,4.4,0.5,6.6,3.214031736,3.4,3.956063041,2.053495591,0.859440298,0.936170213,1.922421405,Term G OK,All OK,0.804582407,0.23910939,0.105332216,0.209558977,4.77192633,0.092314699,,
742,206,yang2008,yang,2008,ctrl,468,treadmill training,http://www.ncbi.nlm.nih.gov/pubmed/18358724,Taiwan,taipei,taipei,3,3,Time 50 OK,3,1,21,51,60.89,50th Percentile,9.25,2226.5,>1year,6.1,0,,,,,,,,,,,,,,,,,,,,,,,0,gait speed 12m MAX,le,,speed,speed,lohse,0,0,12,0.71,0.57,,9,0.73,0.63,,,9,0.77,0.71,0.5,0.02,0.595999823,0.06,0.63273425,0.033557057,0.09482654,0.930232558,0.031215867,Term G OK,All OK,0.088210735,0.083380253,0.083708003,0.072151652,13.85969652,0.072435265,,
722,199,wolf2006; 2010,wolf,2006,exp,452,cimt,http://www.ncbi.nlm.nih.gov/pubmed/17077374,USA,GA,atlanta,261.6,160.8,Time 50 OK,60,1,14,365,61,50th Percentile,,179.8,<1year,0.49260274,1,,28,,,,,,,,,,,,,52.5,,,0.88,,,,,7,wmft-time,ue,wmft,,wmft,lohse,1,1,105,2.96,1.37,,98,2.38,1.37,,,80,2.23,1.37,0.5,-0.58,1.37,-0.73,1.37,0.423357664,0.532846715,0.992771084,0.420297247,Term G OK,All OK,0.528994811,0.010377294,0.010875836,0.010227803,97.77270837,0.010719164,Yes,"Outcome measure is WMFT-time, so lower numbers mean better performance; Authors report ITT analysis, but different numbers are reported for the different timepoints in the tables"
562,155,schauer2003,schauer,2003,ctrl,351,conventional gait therapy,http://www.ncbi.nlm.nih.gov/pubmed/14606736,Germany,berlin,berlin,16.25,16.25,Time 50 OK,16.25,1,21,,61,50th Percentile,,67,<90days,0.183561644,0,,,,,,,,,,,,,,,,,,,,,,,0,gait speed,le,,speed,speed,lohse,0,0,12,0.77,0.3,,12,0.8,0.35,,,,,,0.5,0.03,0.32596012,,0.3,0.092035799,,0.930232558,0.085614696,Term G OK,All OK,,0.083686275,,0.072416463,13.80901467,,,
356,107,mirelman2009,mirelman,2009,exp,235,robot assisted therapy,http://www.ncbi.nlm.nih.gov/pubmed/18988916,Israel,tel aviv,tel aviv,7.5,7.5,Time 50 OK,7.5,4,28,90,61,50th Percentile,8.32,1746,>1year,4.783561644,0,,,,,,,,,,,46,,,,,,,,,,,,0,gait speed SSV,le,,speed,speed,lohse,1,0,9,0.67,0.28,,9,0.68,,,,9,0.67,0.29,0.5,0.01,0.28,0,0.285043856,0.035714286,0,0.903225806,0.032258065,Term G OK,All OK,0,0.111181973,0.111111111,0.090704128,11.02485655,0.090646317,,active time in therapy was much lower than scheduled time
35,14,brunner2012,brunner,2012,exp,29,modified CIMT,http://www.ncbi.nlm.nih.gov/pubmed/22561098,Norway,bergen,bergen,106,66,Time 50 OK,26,1,28,118,61,50th Percentile,,48.43,<90days,0.132684932,1,,>24,,,,,,,,,,,,,,,,,,,,,1,arat,ue,arat,,arat,lohse,1,0,14,26.46,13.18,,13,39.69,13.4,,,13,44.23,15.08,0.5,13.23,13.28605464,17.77,14.1239343,0.995780941,1.258148022,0.941176471,0.937205592,Term G OK,All OK,1.184139315,0.106842132,0.127962016,0.094642165,10.56611501,0.113350436,,
478,135,piron2007,piron,2007,ctrl,304,CPT,http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=4362151&tag=1,Italy,venice,venice,30,30,Time 50 OK,30,1,42,,61.2,50th Percentile,6.6,78,<90days,0.21369863,1,,,,,,,,,,,,,,,,,,,,,,,,fim,,,,other,lohse,1,0,13,88.2,30,,13,95.9,28.3,,,,,,0.5,7.7,29.16239016,,30,0.264038714,,0.936170213,0.247185179,Term G OK,All OK,,0.079604479,,0.069766533,14.33352006,,,
27,11,brock2011,brock,2011,exp,23,bobath + task specific practice,http://www.ncbi.nlm.nih.gov/pubmed/21788266,Australia,victoria,melbourne,6,6,Time 50 OK,6,1,14,,61.3,50th Percentile,13,60.3,<90days,0.165205479,1,,,,,,,,,,,,,,,,,,,,,,,2,6minwt,le,,capacity,capacity,lohse,1,0,14,102.6,64.5,,12,192.5,113.5,0,0,,,,0.5,89.9,90.32072483,,64.5,0.995341879,,0.941176471,0.936792357,Term G OK,All OK,,0.106810909,,0.094614508,10.56920362,,Yes,
605,167,sullivan2007,sullivan,2007,exp,381,BWSTT with progessive lower extremity resistance training,http://www.ncbi.nlm.nih.gov/pubmed/17895349,USA,CA,los angeles,24,24,Time 50 OK,24,1,42,222,61.4,50th Percentile,11.2,621,>1year,1.701369863,1,,,,,,,,,,,40.4,,,,,,,,,,,,4,10mwt SSV,le,,speed,speed,lohse,1,1,20,0.57,0.35,,16,0.67,0.37,,,14,0.77,0.3,0.5,0.1,0.358960919,0.2,0.330600779,0.278581859,0.604959252,0.96,0.267438585,Term G OK,All OK,0.580760882,0.051940196,0.059149392,0.047868085,20.89074589,0.05451208,,
479,135,piron2007,piron,2007,exp,305,reinforcing practice in a virtual environment + CPT,http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=4362151&tag=1,Italy,venice,venice,30,30,Time 50 OK,30,1,42,,61.5,50th Percentile,9.4,75,<90days,0.205479452,1,,,,,,,,,,,,,,,,,,,,,,,,fim,,,,other,lohse,1,0,25,93.4,28.6,,15,110.2,13.9,,,,,,0.5,16.8,24.24435908,,28.6,0.692944695,,0.968421053,0.671062231,Term G OK,All OK,,0.049603447,,0.046520064,21.49610112,,,
636,176,treger2012,treger,2012,ctrl,400,standard care,http://www.ncbi.nlm.nih.gov/pubmed/22750958,Israel,tel aviv,tel aviv,17.5,17.5,Time 50 OK,17.5,1,14,,61.5,50th Percentile,,23.3,<90days,0.063835616,1,3.4,,,27.5,,,,,,,,,,,,,,,,,,,0,mft,,,,other,lohse,0,0,19,6.3,22,1,19,9.8,,,,,,,0.5,3.5,22,,22,0.159090909,,0.957746479,0.152368758,Term G OK,All OK,,0.053297629,,0.04888876,20.45459938,,Yes,
102,36,dromerick2000,dromerick,2000,exp,78,CIMT,http://www.ncbi.nlm.nih.gov/pubmed/11108760,USA,MO,st. louis,104,62,Time 50 OK,20,1,14,,61.5,50th Percentile,,6,<90days,0.016,1,10.2,26.3,,,,,,,,,,,,>3,,,,,,,,,0,arat,ue,arat,,arat,lohse,1,0,11,27.3,19.9,,11,52.8,5.9,,,,,,0.5,25.5,14.67685252,,19.9,1.737429736,,0.923076923,1.603781294,Term G OK,All OK,,0.228121004,,0.194375293,5.144686779,,Yes,
492,140,pohl2002,pohl,2002,ctrl,316,conventional gait training,http://www.ncbi.nlm.nih.gov/pubmed/11823669,Germany,kreischa,kreischa,15,15,Time 50 OK,15,1,28,,61.6,50th Percentile,,112.7,<1year,0.308767123,1,,<26,,,,,>3,,,,,,,,,,0.1,,,,,,0,10mwt SSV,le,,speed,speed,lohse,0,0,20,0.66,0.42,,20,0.97,0.64,,,20,,,0.5,0.31,0.541294744,,0.42,0.572700924,,0.96,0.549792887,Term G OK,All OK,,0.058199659,,0.053636805,18.64391438,,,
248,74,jonsdottir2010,jonsdottir,2010,exp,162,task oriented biofeedback with a progressive schedule,http://www.ncbi.nlm.nih.gov/pubmed/20053951,Italy,milan,milan,15.75,15.75,Time 50 OK,15.75,1,49,91,61.6,50th Percentile,,2153,>1year,5.898630137,0,,>24,,,,,,,95.2,,,,,,,,,,,,,,0,height normalized speed,le,,,other,lohse,0,1,10,28.7,10.8,,10,39.6,7.6,,,9,38.8,8.9,0.5,10.9,9.338094024,10.1,9.951174923,1.167261753,1.014955528,0.914285714,1.067210746,Term G OK,All OK,0.92795934,0.168125,0.151506736,0.140538776,7.115473953,0.126647264,,
136,42,fang2003,fang,2003,ctrl,92,"not clear described as CPT and ""no professional rehabilitation""",http://www.ncbi.nlm.nih.gov/pubmed/12971705,China,guangzhou,guangzhou,11.25,11.25,Time 50 OK,11.25,1,30,180,61.8,50th Percentile,10.94,7,<90days,0.019178082,1,,18.85,,,,,,33.53,,,,,13.1,,,,,,,,,,0,fma-ue,ue,fma,,fma,lohse,0,0,78,22.99,21.91,,78,28.66,21.4,1,0,12,48.52,26.65,0.5,5.67,21.65650133,25.53,22.5570366,0.261815143,1.131797605,0.990228013,0.259256689,Term G OK,All OK,1.120737694,0.013259918,0.021031832,0.013002032,76.91105513,0.020622795,Yes,
357,107,mirelman2009,mirelman,2009,exp,236,robot assisted therapy + VR interface,http://www.ncbi.nlm.nih.gov/pubmed/18988916,Israel,tel aviv,tel aviv,8.2,8.2,Time 50 OK,8.2,4,28,90,61.8,50th Percentile,9.94,1131,>1year,3.098630137,0,,,,,,,,,,,48,,,,,,,,,,,,0,gait speed SSV,le,,speed,speed,lohse,1,0,9,0.65,0.25,,9,0.81,,,,9,0.76,0.18,0.5,0.16,0.25,0.11,0.217830209,0.64,0.504980464,0.903225806,0.578064516,Term G OK,All OK,0.456111387,0.133866667,0.12527807,0.109210683,9.156613369,0.102203962,,active time in therapy was much lower than scheduled time
746,207,yang2010,yang,2010,exp,472,early intervention BWSTT,http://www.ncbi.nlm.nih.gov/pubmed/20382280,Taiwan,taipei,taipei,10,10,Time 50 OK,10,1,28,,61.8,50th Percentile,2.91,109.5,<1year,0.3,0,,,,,,,,,,,,,,,,,,,,,,,0,fma-le,le,,,other,lohse,0,0,5,23.6,6.9,,5,26.8,6.7,,,5,,,0.5,3.2,6.800735254,,6.9,0.470537358,,0.8,0.376429887,Term G OK,All OK,,0.222140541,,0.142169946,7.033835407,,,
190,58,hesse2011,hesse,2011,ctrl,124,continuous low intensity,http://www.ncbi.nlm.nih.gov/pubmed/7762049,Germany,berlin,berlin,65,65,Time 50 OK,65,1,365,455,61.9,50th Percentile,9.4,103.6,<1year,0.283835616,1,,,,,,,,,,,,8.6,,,,8.5,,5.3,,,,,0,rivermead mobility,,,,other,lohse,1,1,25,8.5,3.5,,25,11.2,2.7,,,25,11.3,2.7,0.5,2.7,3.125699922,2.8,3.125699922,0.863806529,0.895799363,0.968421053,0.836528428,Term G OK,All OK,0.867510962,0.054923234,0.05604913,0.05150917,19.4140189,0.052565079,Yes,
72,28,de deigo2013,de deigo,2013,exp,60,sensory stimulation + functional activity training,http://www.ncbi.nlm.nih.gov/pubmed/23524843,Spain,barcelona,barcelona,44,44,Time 50 OK,44,1,56,,61.9,50th Percentile,,1341,>1year,3.673972603,0,,,,,,,,,,,,,,,,,,,,,,,0,fma,ue,fma,,fma,lohse,0,0,12,24.3,4.6,,12,29.4,4.9,0,,,,,0.5,5.1,4.752367831,,4.6,1.073149256,,0.930232558,0.998278377,Term G OK,All OK,,0.131318722,,0.113634373,8.800154158,,Yes,
409,117,noh2008,noh,2008,exp,261,aquatic exercise therapy,http://cre.sagepub.com/content/22/10-11/966.full.pdf,South korea,seoul,seoul,24,24,Time 50 OK,24,1,56,,61.9,50th Percentile,,1022,>1year,2.8,0,,,,,,,,,,,,,,,,,,,,,,,3,bbs,le,,balance,balance,lohse,1,0,13,43.3,5.2,,10,50.9,2.8,,,,,,0.5,7.6,4.337214379,,5.2,1.752276769,,0.936170213,1.640429316,Term G OK,All OK,,0.195018226,,0.170916834,5.850798757,,,
649,179,van der lee1999,van der lee,1999,ctrl,407,bimanual training using neurodevelopmental methods,http://www.ncbi.nlm.nih.gov/pubmed/10548673,Netherlands,amsterdam,amsterdam,60,60,Time 50 OK,60,1,14,365,62,50th Percentile,,985.5,>1year,2.7,1,,>21,,,,,,,,,,,,,,,,,,,,,0,arat,ue,arat,,arat,lohse,1,1,31,28.3,13.3,,30,30,13.9,,,29,30.7,14.2,0.5,1.7,13.59822396,2.4,13.74184398,0.125016326,0.17464905,0.974789916,0.121864654,Term G OK,All OK,0.170246133,0.032510146,0.032750037,0.030891641,32.37121654,0.031119589,,
566,157,schwartz2009,schwartz,2009,ctrl,355,regular physiotherapy,http://www.ncbi.nlm.nih.gov/pubmed/19627940,Israel,jerusalem,jerusalem,20,20,Time 50 OK,20,2,42,,62,50th Percentile,7.5,21.6,<90days,0.059178082,1,10.5,,,,,,,,,,,,,,,,,,,,,,3,FIM motor,,,,other,lohse,0,1,30,42.8,11,,30,60.3,14.8,,,,,,0.5,17.5,13.03917175,,11,1.342109785,,0.973913043,1.307098226,Term G OK,All OK,,0.063354311,,0.060091983,16.64115494,,,
66,25,dahl2008,dahl,2008,exp,54,CIMT,http://cre.sagepub.com/content/22/5/436.short,Norway,trondheim,trondheim,204,132,Time 50 OK,60,1,14,180,62,50th Percentile,,630,>1year,1.726027397,1,,,,,,,,,,,,,,,,,,,,,,,0,wmft,ue,wmft,,wmft,lohse,1,1,18,2.17,0.78,,18,1.56,0.57,0,0,18,1.82,0.8,0.5,-0.61,0.683117852,-0.35,0.790063289,0.892964513,0.443002485,0.955223881,0.852981027,Term G OK,All OK,0.423166553,0.077705156,0.061006978,0.070902277,14.1039194,0.055665979,Yes,sign reversed for time measure
398,115,ng2008,ng,2008,exp,257,electromechanical gait training + FES,http://stroke.ahajournals.org/content/39/1/154.short,China,hong kong,hong kong,50,50,Time 50 OK,50,1,28,180,62,50th Percentile,10,16.1,<90days,0.044109589,1,,>21,,,,,<3,,,,,,,,,,,,,,,,0,fim,,,,other,lohse,0,1,16,65,16.8,,16,86.4,20.5,,,16,94,20.2,0.5,21.4,18.74153142,29,18.57794391,1.141849058,1.560990825,0.949152542,1.083788936,Term G OK,All OK,1.48161841,0.103244352,0.138646636,0.093011861,10.75131697,0.124905444,,
